id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended
b9d9d5dde90821e21b97f13e7fb97e29,"He was a very sharp engineer, but when it came to the details his calculations could were often what?",complimentary,inelegant,ocean,dull,inaccurate,4,e is the only place that is not likely to sell a lantern
b4a8d7e89ea6e3bf9e208a75a13fee6a,In the middle of the day what will someone do because of being hungry?,cook dinner,make bread,eat in restaurant,have lunch,make bread,3,Lunch is the only choice that happens in the middle of the day.
c8660d8acad677ef247856e930a27f06,"John enjoyed his time visiting the museum.  He wanted to spend more time there, so that he could study the exhibits more.   He was a very academic person and loved doing what?",tired feet,gaining knowledge,back pain,being bored,pondering,1,"You go to a museum to get knowledge, not the other two options."
f375ae73d22eb099f403128708e21962,"The electric motor powered many important things, including one if almost every house. Name this item?",electric locomotive,electric typewriter,multi-coloured walrus,electric refrigerator,electric drill,3,ELECTRIC REFRIGERATOR IS THE ONE OF THE PLACE TO HAVING THE MANY THINGS IN THE ELECTRIC MODE
3ff447228a51f78915ad6da75a85aa3c,Where would you play a board game with your family?,toy store,home,school,toy shop,shelf,1,Home is the only answer where the family could play the board game.
1c57cabf4fa376748e7474ced6243e50,"If I am a person, I have a unique ability to do what?",cross street,stand upright,speak spanish,speak chinese,further education,1,"Not everyone can speak Spanish or further their education due to many limitations in life, but many humans have two legs and are able to stand upright."
3c95d76ae5da18d365ed68e6fc583f82,"Two friends wanted to spend a quiet evening together, what did they go see?",wedding,friend's house,internet cafe,movie,restaurant,3,"According to Deadline, the movie has been in development at Skydance Media for ... If Pratt joins the movie it will be his next film project before he jumps"
af602ff4c6b62274a6ee77fc4469d033,"If an animal is tired, what is it likely to do?",bite,lie down,keep alive,need to eat,go to sleep,1,animal is tired to lie down
111d65fa327038cc38c2f3048975fced,Where would you sit in a chair to watch four-legged animals complete?,bookstore,house,race track,friend's house,building,2,A race track is the only normal place where you would go to watch animals like dogs or horses race. The other answers are not suitable for that type of event.
2d7c65a4a693574f855232f94572ca08,John ran out of pencils.  Where did  he go to get more?,desk drawer,cup,pencil case,shelf,office depot,4,I NOT SURE PENCILS
4595eae0857e01310adf19cbc138ea7c,When would you be able to see your reflection in a piece of wood?,burned,polished,carved,composted,nailed,1,WHEN POLISHED A PIECE OF WOOD IT WILL GET THE  PURE ON THE SURFACE
3fef24d7a9fb1277e34a9f974ff224c7,What emotion do people expressing themselves show when they trip in front of a crowd and break their leg?,communication,suffering,pain,laughter,embarrassment,4,C is a terrible answer but I can see why it's possible to be embarrassed about it. I would be more worried about the pain of my broken leg.
b2e81809ec3b362fe74ee3ffcabcfdb2,"He waited for his friend at the squash court, but he was worried his friend thought he meant the at the other end of the public what?",country club,rich person's house,pool,park,fitness center,3,Country clubs and fitness centers are rarely public
6cf454a0c090977244f9230f1f378101,What could a balalaika be needed for?,artist junkyard,music store,singing,symphony,orchestra,3,THE BALALAIKA IN SYMPHONY.
224ee9278a5d86a20259060906f98534,What type of home is most likely to have an attic filled with historical items?,top of home,older houses,victorian house,own home,material,2,An attic (sometimes referred to as a loft) is a space found directly below the pitched roof of a house or other building; an attic may also be called a sky parlor or a garret.
8e488bdeb73407ee3b5607c5e8199c4c,What is the worst outcome of an injury?,cause death,cause bleeding,falling down,become infected,claim insurance,0,some of the injury goes to the death in spread
a771ea8c42519d651e2b1ab36a6187b7,How is someone who loves their TV likely to feel about their remote?,attached,nostalgic,companionable,likely,close,0,would need to be attached to remote if love tv
adab3ab59ebc571bb6ad7fe9fe83e658,"The man wanted to take a bus, but all the chars were full of people doing what?",sitting down,refusing,saving money,sit down,go outdoors,0,"""Sitting down"" isn't correct phrasing and saving money does not make since. Sitting down is correct."
ef5c48e2dda987a571e38050bc025089,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?",personal,special,shiny,rare,irregular,3,BOB WILL NOT POKEMON CARDS WERE COMMON AND WORTHLESS BUT WRONG ABOUT THEM SO FEEL REALLY RARE TO DELAY
e4e75b4db04649655944f498d692a8b0,"A wife asks a husband to stop being married to her, what is he likely to feel even with friends?",happiness,pleasure,happy,grief,isolation,3,"Since it was the wife that asked for the divorce, and he still has friends (no isolation) then he will likely feel grief."
186b8452b77887245e8a03b50763e5d9,"The camper looked up at the vast night sky, it left him feeling mighty what?",unimportant,insignificant,stellar,somewhat,helpless,1,"Camper is a footwear company with headquarters in Mallorca, Spain. Lorenzo Fluxa founded the company in 1975."
c3b6280d05a9f9c5b031fcbeaa0ce695,"Though nearby, an apple from an apple tree where would be an imported product to the USA?",ohio,washington state,alaska,canada,flowers,3,Canda is the closest country to USA with apples
7d0dc85078e9a3f6f75c0748f8f35cff,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?",you're bored,pass time,relax,mentally challenged,win,1,Many people attempt to just pass time as they've not got much else to do.
6ed5fecfcd524d8317379bb30a4d0155,To properly instruct children attending school you would need a great deal of what?,boredom,patience,time,teachers,inspiration,1,Patience is needed when teaching children at school
10c1c0850b36483acd704fcfbc4977f1,If done correctly grooming pet's nails generally does not cause this?,training,satisfaction,injury,beauty,late,2,"correct grooming shouldn't cause injury, and would bring satisfaction; late doesn't answer the question"
2cf37e30fd473813d6f771c834be059f,"The man was cleaning clothes for his date, what was he looking to achieve?",ruined,clean clothes,sadness,attractive appearance,look better,3,People want to appear attractive when on a date.
a101c1e16d7a981e4b45bf7877331e9a,"The person was looking up airline and hotel prices, what was he looking to do?",control computer,separate things,go on vacation,cross street,go out,2,"When you go on vacation, you need to take a flight and stay at a hotel."
281cfc48534dff007f079127d783d896,"The person put on lotion, what did they want?",fresh smell,good credit,smooth skin,fresh produce,headache,2,To have a healthy moisturized skin
5281d93d60f0211457be3fbe391b6953,"Eating breakfast in bed can make you feel what, assuming that you don't spill anything?",vomiting,pleasure,happiness,contentment,mess,3,Enjoying a meal in bed is very relaxing
e265c5c0ca20d6e00c9fa8f319d8a70e,What would an adult man do to get ready for work?,dress herself,shower,dress himself,drink beer,drive train,2,"Male, so himself. Don't drink beer before work."
6a863576a54d17a6532e124a8b2ac15c,"The woman picked from an apple tree while surrounded by other trees, where was she?",illinois,woods,new york,indiana,farmer's market,1,The woods can be defined as a bunch of trees surrounding each other
24bb2394b6bd778b607ca923aee8e994,"Mom is tidying a house, where would she put the loose dictionary?",shelf,library,classroom,table,desk,0,"dictionaries belong on shelves not tables, and she is at home, not school"
be24e81e1761b422038365cd06e82edd,"The judge did not take this part of the job lightly, the man was guilty but it was his passing sentence that condemned the man to what?",go to jail,incarceration,intercourse,death,judgement,3,"The phrase ""condemned the man to"" is often followed by the word ""death"", especially in the context of a judge ""not taking this part of his job lightly."""
99a48d64cd006ffea87cfa90b70a1779,Simon bought a cow because he wanted to put it to work.   He didn't want any meat for it.  Where might Simon be taking the cow?,countryside,city,dairy farm,butcher shop,canada,2,. dairy farm Simon bought a cow because he wanted to put it to work.
621d52d498adeb41ecb372b53b0fcaa1,What would children do if they are bored?,walk,change shoes,play tag,smell smoke,reach over,2,"Biologically, a child (plural: children) is a human being between the stages of birth and puberty. The legal definition of child generally refers to a minor, otherwise .."
2c1f36267c3663cd1bb22e33f297be1b,Behind what small door are canned goods usually kept in?,cabinet,pantry,kitchen,cupboard,shelf,3,Canned goods are stored in cupboards in most homes
